id,calories,proteins,fat,carbohydrate,name,image,recipe
1062,291.0,0.5,4.0,63.4,Sagu forno,https://awsimages.detik.net.id/community/media/visual/2021/06/25/sagu-porno_43.jpeg?w=650&q=80,https://www.youtube.com/watch?v=4CO6mnsZdzw
1064,452.0,2.8,14.8,76.8,Sagu Lemak (Kue Sagon),https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/5/d8ba35a9-c0a0-4194-9bf0-ec93071792cc.jpg,https://cookpad.com/id/cari/kue%20sagon%20sagu
1066,364.0,0.1,0.2,90.5,Sagu Rendang,https://img-global.cpcdn.com/recipes/52dbe680ea623036/1200x630cq70/photo.jpg,https://cookpad.com/id/resep/13378195-bubur-randang-khas-kalsel
1068,354.0,0.8,8.3,68.9,Sagu sinole,https://img-global.cpcdn.com/recipes/9051c1a3e2650c22/680x482cq70/kue-kering-sagu-keju-simple-dan-enak-foto-resep-utama.jpg,https://cookpad.com/id/resep/770379-kue-kering-sagu-keju-simple-dan-enak
1072,281.0,2.4,0.7,66.1,Sale pisang siam,https://t-2.tstatic.net/priangan/foto/bank/images/Ilustrasi-sale-pisang-dari-Trenggalek.jpg,https://www.kompas.com/food/read/2022/04/20/101100775/5-cara-membuat-sale-pisang-sederhana-yang-tahan-lama
1076,98.0,2.0,0.4,24.5,Saos Tomat,https://static.sehatq.com/content/review/image/1644897313.png,https://eng.obozrevatel.com/section-food/news-what-to-add-to-homemade-ketchup-to-make-it-rich-in-color-a-very-simple-ingredient-18-09-2023.html
1077,212.0,18.0,10.6,59.3,Sapi abon,https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg,https://www.liputan6.com/hot/read/5007913/5-cara-membuat-abon-sapi-dengan-mudah-lauk-enak-yang-tahan-lama
1079,182.0,32.0,6.0,0.0,Sapi daging asap,https://asset.kompas.com/crops/FMBgpWLQutfbdsgz0ZytI8a9JKo=/0x542:1080x1262/750x500/data/photo/2022/03/22/6239b98488b17.jpg,https://www.kompas.com/food/read/2022/03/22/200600775/3-cara-membuat-daging-brisket-asap-ide-bisnis-rumahan
1093,360.0,57.3,6.0,19.2,Sapi paru dendeng mentah,https://img-global.cpcdn.com/recipes/e709be83be77515c/680x482cq70/dendeng-paru-kering-foto-resep-utama.jpg,https://cookpad.com/id/resep/6207770-dendeng-paru-kering
1094,268.0,23.9,12.7,14.5,Sapi paru goreng,https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200,https://food.detik.com/daging/d-6178353/resep-paru-goreng-ketumbar-yang-renyah-gurih-bikin-nagih
1099,166.0,2.3,2.8,32.9,Sarimuka,"https://cdn.yummy.co.id/content-images/images/20200413/KrnfHZ9pmu6mOFKig8QN5LoC7ev3vhPG-31353836373531353434d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp",https://www.yummy.co.id/resep/sarimuka-pandan
1100,283.0,12.1,16.8,20.9,Sate Bandeng,https://asset.kompas.com/crops/4UfXhXtR7hK2atnUpqKRHGbhFuk=/3x0:700x465/750x500/data/photo/2021/02/16/602b2a91ca7f1.jpg,https://www.kompas.com/food/read/2021/02/16/100800675/resep-sate-bandeng-khas-banten-kreasi-bandeng-tanpa-tulang
1101,110.0,15.5,0.5,11.5,Sate Kulit ,https://img.qraved.co/v2/image/data/over-1530587392136-x.png,https://cookpad.com/id/resep/16774428-sate-kulit-ayam
1103,274.0,12.9,18.6,13.6,Sate pusut masakan,https://cdn0-production-images-kly.akamaized.net/-ZH0E7VH_7Y_VdtKDmgokQ4DAAs=/0x0:5184x2922/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3652549/original/060993000_1638588819-shutterstock_1729690198.jpg,https://www.fimela.com/food/read/4728057/resep-sate-pusut-khas-lombok
1104,126.7,14.0,7.3,1.3,Sate Usus ,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/17/92418359.jpeg,https://herstory.co.id/read80908/resep-sate-usus-ayam-enggak-amis-enak-dicocol-dengan-sambal-kecap
1113,29.0,0.7,0.6,5.0,Sayur asem,https://kbu-cdn.com/dk/wp-content/uploads/sayur-asem-betawi.jpg,https://cookpad.com/id/cari/sayur%20asem
1114,49.0,1.7,0.3,9.8,Sayur bunga pepaya,https://img.okezone.com/content/2016/08/11/298/1461224/resep-tumis-bunga-pepaya-anti-pahit-FVC55ioetB.jpg,https://www.fimela.com/lifestyle/read/3763129/resep-praktis-tumis-bunga-pepaya-enaknya-keterlaluan
1115,178.0,2.6,13.9,10.6,Sayur garu,https://image.akurat.co/images/uploads/images/akurat_20181220020604_MYQ3rr.jpg,https://cookpad.com/id/resep/906244-sayur-garo-khas-maluku-utara
1116,133.0,7.3,6.6,11.2,Sayur kohu-kohu,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Kohu-Kohu-1.jpg,https://cookpad.com/id/resep/14624190-kohu-kohu-khas-maluku
1117,64.0,2.1,0.6,12.5,Sayur lebui,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/25/sayur-lebuijpg-20210225095814.jpg,https://sajiansedap.grid.id/read/102574266/spesial-saji-sedap-mengenal-lebui-lebih-dekat-si-kacang-hitam-yang-khas-dari-lombok?page=all
1118,36.0,2.7,0.7,4.8,Sayur lilin-terubuk,https://img-global.cpcdn.com/recipes/a038616fb592cfd1/680x482cq70/sayur-lilinterubuk-santan-foto-resep-utama.jpg,https://cookpad.com/id/cari/sayur%20lilin
1120,27.0,1.3,2.0,1.0,Sayur sop,https://www.astronauts.id/blog/wp-content/uploads/2022/07/Resep-Sayur-Sop-Bening-Enak-dan-Gurih-Cocok-Saat-Tubuh-Kurang-Fit-1024x683.jpg,https://www.halodoc.com/artikel/ini-resep-sayur-sop-penuh-nutrisi-yang-jadi-favorit-keluarga
1121,67.0,5.2,2.9,5.1,Sayur umbut kelapa,https://cdn0-production-images-kly.akamaized.net/H6v-Vuj_s2NuBQ1JVdAtUOraaOI=/0x0:998x562/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3603077/original/021559400_1634270571-shutterstock_2045298773.jpg,https://www.fimela.com/tag/resep-gulai-rebung
1122,57.0,5.4,2.6,3.1,Sayur umbut rotan,https://img-global.cpcdn.com/recipes/02702f896cf4ff96/680x482cq70/umbut-rotan-foto-resep-utama.jpg,https://cookpad.com/id/resep/10727610-umbut-rotan
1128,192.5,4.5,6.0,30.3,Semur Jengkol ,https://assets.pikiran-rakyat.com/crop/0x135:1080x1215/x/photo/2020/11/25/1187166638.jpg,https://herstory.co.id/read56590/resep-semur-jengkol-pedas-dijamin-bikin-nagih
1131,88.0,7.9,1.6,10.6,Sepi masakan,https://img-global.cpcdn.com/recipes/5816c55413474302/1200x630cq70/photo.jpg,https://cookpad.com/id/resep/14581432-sepi-tumis-kecap
1134,213.0,0.0,0.0,55.0,Setrup sirup,https://awsimages.detik.net.id/community/media/visual/2021/05/10/resep-sirup-cocopandan-1.jpeg?w=720,https://food.detik.com/minuman/d-5565444/resep-sirup-cocopandan-alami-sederhana-buatan-rumahan
1136,474.0,11.2,42.5,11.7,Sie reuboh masakan,https://cdn0-production-images-kly.akamaized.net/9A6K5z9xgb8RkvkFIp5RFFE5b_o=/0x185:4800x2890/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3911399/original/008984200_1642826892-shutterstock_2081704363.jpg,https://www.fimela.com/food/read/4866621/resep-sie-reuboh-daging-cuka-khas-aceh
1138,285.0,1.0,18.0,28.0,Singkong Goreng ,https://sweetrip.id/wp-content/uploads/2022/04/singkong.jpeg,https://sweetrip.id/kuliner/resep-singkong-goreng-merekah-yang-praktis/
1139,146.0,1.2,0.3,34.7,Singkong kukus,https://asset.kompas.com/crops/5kSIoZRz5urTHMM1PdoIQ64E0zU=/0x0:996x664/750x500/data/photo/2021/08/21/61208628cd52c.jpg,https://sajiansedap.grid.id/read/103750301/cara-mengukus-singkong-agar-hasilnya-empuk-pulen-dan-merekah-ala-pedagang-gorengan-bikinan-sendiri-dijamin-berhasil?page=all
1140,173.0,0.5,0.1,42.5,Singkong tape,https://image-cdn.medkomtek.com/KWOw6uO2QBAVuCumxbrxIkbIIek=/1200x675/smart/klikdokter-media-buckets/medias/2321509/original/051458700_1606124573-Awas-Kebanyakan-Makan-Tape-Singkong-Bikin-Keputihan-shutterstock_1790685980.jpg,https://radarmukomuko.bacakoran.co/read/2919/cara-murah-membuat-tapai-singkong-manis
1141,95.3,4.4,2.2,14.4,Siomay ,https://awsimages.detik.net.id/community/media/visual/2021/11/17/resep-siomay-ayan-jamur_43.jpeg?w=1200,https://food.detik.com/kue/d-6718258/3-resep-siomay-gurih-empuk-untuk-camilan-sore-atau-bekal
1144,71.0,7.5,3.6,2.2,Sop buntut masakan,https://img-global.cpcdn.com/recipes/91727f982ad54daa/1200x630cq70/photo.jpg,https://cookpad.com/id/resep/6024741-sop-buntut-spesial
1145,49.0,5.8,0.5,5.3,Sop daging sapi masakan,https://img.okezone.com/content/2020/02/27/298/2175054/resep-sayur-sop-daging-masakan-rumahan-paling-populer-24WHr0ACJo.jpg,https://lifestyle.okezone.com/read/2020/02/27/298/2175054/resep-sayur-sop-daging-masakan-rumahan-paling-populer
1146,68.0,9.0,1.9,3.7,Sop kaki sapi masakan,https://www.ruparupa.com/blog/wp-content/uploads/2021/06/Screen-Shot-2021-06-21-at-14.11.27.png,https://www.ruparupa.com/blog/bumbu-sop-kaki-sapi/
1147,34.0,5.5,0.8,1.1,Sop kambing masakan,https://asset.kompas.com/crops/4BopB2so0iCh5Dj_6QkB41md3B0=/3x0:700x465/750x500/data/photo/2021/01/15/6000de7b45e69.jpg,https://www.kompas.com/food/read/2021/01/15/110300475/resep-sop-kambing-bening-hidangan-berkuah-untuk-musim-hujan
1148,71.0,7.4,2.6,4.5,Sop konro masakan,https://asset.kompas.com/crops/t9vL2Z6ZAjt7cnpl05cuYOfd2k4=/129x72:651x420/750x500/data/photo/2020/07/30/5f22636a0e7e0.jpg,https://www.kompas.com/food/read/2020/07/30/150500275/resep-sop-konro-khas-makassar-cocok-untuk-santapan-idul-adha
1149,12.0,0.5,0.1,2.0,Sop Kool,https://gallery-jateng.poskota.co.id/storage/Foto/2020/1608103380_1-org.png,https://cookpad.com/id/cari/sup%20kol%20bumbu%20kunci
1150,15.0,0.6,0.1,3.1,Sop Kool dan Wortel,https://img-global.cpcdn.com/recipes/8adcb73d8f012620/680x482cq70/sop-kol-simple-foto-resep-utama.jpg,https://www.yummy.co.id/resep/sop-wortel-dan-kembang-kol
1151,89.0,7.2,5.0,3.9,Sop saudara masakan,https://resepkoki.id/wp-content/uploads/2018/03/Resep-Sop-Sodara.jpg,https://www.idntimes.com/food/recipe/dimas-hutama/resep-sop-saudara-khas-makassar-c1c2
1152,42.0,3.9,1.7,2.8,Soto bandung masakan,https://asset.kompas.com/crops/aq7SWhGNCO6UTombdviZuAchnCM=/3x0:700x465/750x500/data/photo/2021/04/21/607ff824cb839.jpg,https://www.kompas.com/food/read/2021/04/21/193700875/resep-soto-bandung-soto-sapi-kuah-bening-cocok-untuk-makanan-sahur-
1153,110.0,2.9,9.5,3.2,Soto banjar masakan,https://www.masakapahariini.com/wp-content/uploads/2019/06/5.jpg,https://www.masakapahariini.com/resep/resep-soto-banjar/
1154,135.0,2.5,8.8,11.5,Soto betawi masakan,https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/soups/soto-betawi/main-header.jpg,https://www.unileverfoodsolutions.co.id/id/recipe/soto-betawi-R0032465.html
1155,127.5,2.6,9.4,8.3,Soto dengan Daging,https://img.kurio.network/mjtADdO0Q-nnAohGaTqVBvp8rMc=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/03/01/0bfa7a3d-28f6-440f-907b-def23ccb96d9.jpe,https://endeus.tv/resep/soto-daging
1156,92.0,11.8,4.3,1.4,Soto jeroan masakan,https://awsimages.detik.net.id/community/media/visual/2022/03/15/resep-soto-jeroan-sapi_43.jpeg?w=1200,https://food.detik.com/daging/d-6951353/3-resep-jeroan-sapi-berbumbu-pedas-gurih-cocok-buat-lauk-bekal
1157,38.0,2.6,2.3,1.8,Soto kudus masakan,https://www.masakapahariini.com/wp-content/uploads/2020/02/soto-kudus-7.jpg,https://www.masakapahariini.com/resep/resep-soto-kudus/
1158,60.0,3.5,4.5,1.3,Soto madura masakan,"https://cdn.yummy.co.id/content-images/images/20210311/FyZCyT9dfZQGp9zNZhL2iuoQn9pA7hpK-31363135343538363836d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp",https://www.yummy.co.id/resep/soto-daging-khas-madura
1159,127.0,5.9,6.6,11.0,Soto padang masakan,https://topwisata.info/wp-content/uploads/2020/11/resep2Bsoto2Bpadang2B252812529.jpg,https://bangka.sonora.id/read/502385858/dilengkapi-dengan-kerupuk-merah-berikut-ini-cara-membuat-soto-padang
1160,94.0,3.0,6.8,5.1,Soto pekalongan masakan,https://www.topwisata.info/wp-content/uploads/2021/12/Soto-Tauto-Pekalongan-1.jpg,https://www.detik.com/jateng/kuliner/d-6722930/resep-tauto-soto-khas-pekalongan-pakai-tauco-kuahnya-gurih
1161,75.0,3.6,5.2,3.5,Soto pemalang masakan,https://i0.wp.com/bogor-today.com/wp-content/uploads/2022/09/87456.jpg,https://cookpad.com/id/cari/soto%20pemalang
1162,80.0,3.2,3.5,9.0,Soto sukaraja masakan,https://www.piknikdong.com/wp-content/uploads/2021/04/Resep-Soto-Sokaraja.jpg,https://cookpad.com/id/resep/242374-soto-sokaraja-asli-banyumas
1163,86.0,2.3,8.5,0.0,Soto sulung masakan,https://www.primarasa.co.id/images/images/Soto%20sulung%20artikel%281%29.jpg,https://www.idntimes.com/food/recipe/wisnu-ariansyah/resep-soto-sulung-khas-surabaya-cita-rasa-kuahnya-mantap-dan-nikmat-c1c2
1164,117.1,0.4,8.6,9.6,Soto tanpa Daging ,https://resepkoki.id/wp-content/uploads/2019/11/Soto-Ayam-Bening.jpg,https://resepkoki.id/resep/resep-soto-ayam-bening/
1165,139.0,7.4,2.1,22.6,Spaghetti,https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Spicy-tomato-spaghetti-caf3053.jpg,https://cookpad.com/id/cari/spaghetti
1167,75.0,5.6,0.4,12.2,Sukiyaki masakan,https://www.masakapahariini.com/wp-content/uploads/2022/05/sukiyaki-praktis.jpg,https://www.masakapahariini.com/resep/resep-sukiyaki-praktis/
